Exporting 96.120.37.81...
1: 10.1.10.1 (6ms)  10.1.10.1 (4ms)  10.1.10.1 (4ms)
2: 96.120.37.81 (44ms)  *  96.120.37.81 (18ms)
source,destination,trace,ttl,query,query_result,addr,rtt,hop_mean_ms,hop_median_ms,city,country,country_code,country_code_iso3,country_capital,region,region_code,latitude,longitude,timezone,utc_offset,asn,org
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,1,2,success,10.1.10.1,3,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,1,3,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,2,1,success,96.120.37.81,17,14,13,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,2,2,success,96.120.37.81,13,14,13,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,2,3,success,96.120.37.81,12,14,13,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,3,1,success,96.110.138.113,12,14,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,3,2,success,96.110.138.113,13,14,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,3,3,success,96.110.138.113,17,14,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,4,1,success,68.87.162.2,12,15,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,4,2,success,68.87.162.2,11,15,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,4,3,success,68.87.162.2,21,15,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,5,1,success,96.108.23.141,13,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,5,2,success,96.108.23.141,11,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,5,3,success,96.108.23.141,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,6,1,success,68.86.165.113,18,15,13,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,6,2,success,68.86.165.113,13,15,13,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,6,3,success,68.86.165.113,13,15,13,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,7,1,success,96.110.5.142,21,19,19,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,7,2,success,96.110.5.142,19,19,19,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,7,3,success,96.110.5.142,17,19,19,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,8,1,success,96.110.45.77,16,16,16,Chicago,United States,US,USA,Washington,Illinois,IL,,,America/Chicago,-0500,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,8,2,timeout,,,16,16,,,,,,,,,,,,,
10.1.10.58,96.110.45.77,66d354a0-94fd-4221-8931-faf5f3a12d8f,8,3,timeout,,,16,16,,,,,,,,,,,,,
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,1,1,success,10.1.10.1,3,3,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,1,2,success,10.1.10.1,4,3,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,1,3,success,10.1.10.1,4,3,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,2,1,success,96.120.37.81,21,15,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,2,2,success,96.120.37.81,12,15,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,2,3,success,96.120.37.81,11,15,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,3,1,success,96.110.138.113,11,11,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,3,2,success,96.110.138.113,12,11,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,3,3,success,96.110.138.113,11,11,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,4,1,success,68.87.162.2,11,11,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,4,2,success,68.87.162.2,12,11,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,4,3,success,68.87.162.2,11,11,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,5,1,success,96.108.23.141,12,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,5,2,success,96.108.23.141,13,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,5,3,success,96.108.23.141,13,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,6,1,success,68.86.165.113,12,14,14,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,6,2,success,68.86.165.113,14,14,14,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,6,3,success,68.86.165.113,15,14,14,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,7,1,success,96.110.5.142,13,16,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,7,2,success,96.110.5.142,19,16,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,7,3,success,96.110.5.142,15,16,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,8,1,success,96.110.45.77,26,21,21,Chicago,United States,US,USA,Washington,Illinois,IL,41.8483,-87.6517,America/Chicago,-0500,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,8,2,timeout,,,21,21,,,,,,,,,,,,,
10.1.10.58,96.110.45.77,ba9ca9f2-46b0-45c1-a999-aacf302425b2,8,3,success,96.110.45.77,15,21,21,Chicago,United States,US,USA,Washington,Illinois,IL,,,America/Chicago,-0500,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,1,1,success,10.1.10.1,4,3,3,,,,,,,,,,,,,
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,1,2,success,10.1.10.1,3,3,3,,,,,,,,,,,,,
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,1,3,success,10.1.10.1,3,3,3,,,,,,,,,,,,,
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,2,1,success,96.120.37.81,11,11,11,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,2,2,success,96.120.37.81,11,11,11,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,2,3,success,96.120.37.81,10,11,11,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,3,1,success,96.110.138.113,10,14,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,3,2,success,96.110.138.113,20,14,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,3,3,success,96.110.138.113,12,14,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,4,1,success,68.87.162.2,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,4,2,success,68.87.162.2,11,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,4,3,success,68.87.162.2,13,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,5,1,success,96.108.23.141,10,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,5,2,success,96.108.23.141,13,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,5,3,success,96.108.23.141,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,6,1,success,68.86.165.113,15,14,15,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,6,2,success,68.86.165.113,15,14,15,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,6,3,success,68.86.165.113,13,14,15,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,7,1,success,96.110.5.142,30,23,23,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,7,2,success,96.110.5.142,15,23,23,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,7,3,success,96.110.5.142,23,23,23,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,8,1,success,96.110.45.77,20,20,20,Chicago,United States,US,USA,Washington,Illinois,IL,,,America/Chicago,-0500,AS7922,COMCAST-7922
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,8,2,timeout,,,20,20,,,,,,,,,,,,,
10.1.10.58,96.110.45.77,f4f2a2ce-0356-42bc-b7d4-44d45b6c3c97,8,3,success,96.110.45.77,21,20,20,Chicago,United States,US,USA,Washington,Illinois,IL,,,America/Chicago,-0500,AS7922,COMCAST-7922
Exporting 96.110.45.69...
1: 10.1.10.1 (4ms)  10.1.10.1 (4ms)  10.1.10.1 (3ms)
2: 96.120.37.81 (11ms)  96.120.37.81 (14ms)  96.120.37.81 (20ms)
3: 96.110.138.53 (13ms)  96.110.138.53 (12ms)  96.110.138.53 (14ms)
4: 96.108.23.141 (12ms)  96.108.23.141 (15ms)  96.108.23.141 (11ms)
5: 68.86.165.113 (15ms)  68.86.165.113 (15ms)  68.86.165.113 (23ms)
6: 96.110.5.142 (14ms)  96.110.5.142 (14ms)  96.110.5.142 (29ms)
7: 96.110.45.69 (15ms)  *  96.110.45.69 (29ms)
source,destination,trace,ttl,query,query_result,addr,rtt,hop_mean_ms,hop_median_ms,city,country,country_code,country_code_iso3,country_capital,region,region_code,latitude,longitude,timezone,utc_offset,asn,org
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,1,1,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,1,2,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,1,3,success,10.1.10.1,3,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,2,1,success,96.120.37.81,11,15,14,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,2,2,success,96.120.37.81,14,15,14,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,2,3,success,96.120.37.81,20,15,14,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,3,1,success,96.110.138.53,13,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,3,2,success,96.110.138.53,12,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,3,3,success,96.110.138.53,14,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,4,1,success,96.108.23.141,12,13,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,4,2,success,96.108.23.141,15,13,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,4,3,success,96.108.23.141,11,13,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,5,1,success,68.86.165.113,15,17,15,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,5,2,success,68.86.165.113,15,17,15,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,5,3,success,68.86.165.113,23,17,15,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,6,1,success,96.110.5.142,14,19,14,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,6,2,success,96.110.5.142,14,19,14,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,6,3,success,96.110.5.142,29,19,14,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,7,1,success,96.110.45.69,15,22,22,Chicago,United States,US,USA,Washington,Illinois,IL,,,America/Chicago,-0500,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,7,2,timeout,,,22,22,,,,,,,,,,,,,
10.1.10.58,96.110.45.69,053bc2c4-097c-45f9-a331-5ee18f183564,7,3,success,96.110.45.69,29,22,22,Chicago,United States,US,USA,Washington,Illinois,IL,,,America/Chicago,-0500,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,aa3266d6-5d35-416d-bc80-e1f0c7d2daa6,1,1,success,10.1.10.1,10,6,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.69,aa3266d6-5d35-416d-bc80-e1f0c7d2daa6,1,2,success,10.1.10.1,4,6,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.69,aa3266d6-5d35-416d-bc80-e1f0c7d2daa6,1,3,success,10.1.10.1,4,6,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.69,aa3266d6-5d35-416d-bc80-e1f0c7d2daa6,2,1,success,96.120.37.81,12,13,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,aa3266d6-5d35-416d-bc80-e1f0c7d2daa6,2,2,success,96.120.37.81,12,13,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,aa3266d6-5d35-416d-bc80-e1f0c7d2daa6,2,3,success,96.120.37.81,14,13,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,aa3266d6-5d35-416d-bc80-e1f0c7d2daa6,3,1,success,96.110.138.53,14,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,aa3266d6-5d35-416d-bc80-e1f0c7d2daa6,3,2,success,96.110.138.53,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,aa3266d6-5d35-416d-bc80-e1f0c7d2daa6,3,3,success,96.110.138.53,11,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,aa3266d6-5d35-416d-bc80-e1f0c7d2daa6,4,1,success,96.108.23.141,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,aa3266d6-5d35-416d-bc80-e1f0c7d2daa6,4,2,success,96.108.23.141,14,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,aa3266d6-5d35-416d-bc80-e1f0c7d2daa6,4,3,success,96.108.23.141,11,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,aa3266d6-5d35-416d-bc80-e1f0c7d2daa6,5,1,success,68.86.165.113,15,15,15,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,aa3266d6-5d35-416d-bc80-e1f0c7d2daa6,5,2,success,68.86.165.113,16,15,15,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,aa3266d6-5d35-416d-bc80-e1f0c7d2daa6,5,3,success,68.86.165.113,14,15,15,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,aa3266d6-5d35-416d-bc80-e1f0c7d2daa6,6,1,success,96.110.5.142,13,14,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,aa3266d6-5d35-416d-bc80-e1f0c7d2daa6,6,2,success,96.110.5.142,13,14,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,aa3266d6-5d35-416d-bc80-e1f0c7d2daa6,6,3,success,96.110.5.142,17,14,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,b774d206-1515-420b-b0a8-7a4de5010d58,1,1,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.69,b774d206-1515-420b-b0a8-7a4de5010d58,1,2,success,10.1.10.1,3,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.69,b774d206-1515-420b-b0a8-7a4de5010d58,1,3,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.69,b774d206-1515-420b-b0a8-7a4de5010d58,2,1,success,96.120.37.81,11,11,11,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,b774d206-1515-420b-b0a8-7a4de5010d58,2,2,success,96.120.37.81,11,11,11,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,b774d206-1515-420b-b0a8-7a4de5010d58,2,3,success,96.120.37.81,12,11,11,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,b774d206-1515-420b-b0a8-7a4de5010d58,3,1,success,96.110.138.53,14,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,b774d206-1515-420b-b0a8-7a4de5010d58,3,2,success,96.110.138.53,13,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,b774d206-1515-420b-b0a8-7a4de5010d58,3,3,success,96.110.138.53,11,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,b774d206-1515-420b-b0a8-7a4de5010d58,4,1,success,96.108.23.141,14,12,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,b774d206-1515-420b-b0a8-7a4de5010d58,4,2,success,96.108.23.141,11,12,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,b774d206-1515-420b-b0a8-7a4de5010d58,4,3,success,96.108.23.141,11,12,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.69,b774d206-1515-420b-b0a8-7a4de5010d58,5,1,success,68.86.165.113,13,14,15,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
